id,rate
sample_1656,0.9297704100608826
sample_1548,0.907401442527771
sample_769,0.9313174486160278
sample_1881,0.9297544360160828
sample_1807,0.9297863841056824
sample_145,0.9297582507133484
sample_1212,0.9296888709068298
sample_944,0.910088300704956
sample_829,0.9312107563018799
sample_616,0.9297649264335632
sample_1690,0.93047034740448
sample_114,0.9304768443107605
sample_185,0.9478490352630615
sample_1141,0.9304827451705933
sample_1460,0.9058100581169128
sample_1835,0.9297582507133484
sample_1539,0.906976580619812
sample_598,0.8987110257148743
sample_1800,0.9304913282394409
sample_394,0.9002506732940674
sample_1146,0.9297457933425903
sample_149,0.9305092692375183
sample_1750,0.9297378659248352
sample_1977,0.9312107563018799
sample_1830,0.9305168986320496
sample_818,0.9312049746513367
sample_881,0.9080147743225098
sample_77,0.9297388792037964
sample_1240,0.9304789304733276
sample_309,0.9047874808311462
sample_90,0.9304822087287903
sample_1447,0.9058303833007812
sample_1584,0.9014618992805481
sample_23,0.9083007574081421
sample_1188,0.9297670125961304
sample_1461,0.9065507650375366
sample_1691,0.9297544360160828
sample_316,0.9248846769332886
sample_299,0.9224786758422852
sample_459,0.8960184454917908
sample_462,0.9007771611213684
sample_1730,0.9304346442222595
sample_689,0.930499255657196
sample_1943,0.9312456846237183
sample_1043,0.8063240647315979
sample_919,0.9188264608383179
sample_1104,0.9297582507133484
sample_348,0.9099313616752625
sample_123,0.8995568752288818
sample_1645,0.9297670125961304
sample_1522,0.9065899848937988
sample_1874,0.929787814617157
sample_295,0.9209528565406799
sample_954,0.9093049168586731
sample_1529,0.9075146317481995
sample_722,0.9306349158287048
sample_1703,0.9297582507133484
sample_1524,0.9107383489608765
sample_125,0.9006415605545044
sample_1922,0.9312049746513367
sample_1186,0.9297284483909607
sample_938,0.9127692580223083
sample_1744,0.9297544360160828
sample_936,0.9115158915519714
sample_1973,0.9312372207641602
sample_157,0.9297131896018982
sample_1003,0.8957550525665283
sample_1407,0.9064186215400696
sample_1057,0.9066968560218811
sample_1783,0.9297582507133484
sample_48,0.9031146168708801
sample_263,0.9319193959236145
sample_678,0.9297483563423157
sample_882,0.9067204594612122
sample_1688,0.929779589176178
sample_1361,0.9312107563018799
sample_1802,0.9297921657562256
sample_250,0.9310278296470642
sample_323,0.9067061543464661
sample_1514,0.9072937965393066
sample_1545,0.918100893497467
sample_830,0.9312372207641602
sample_1757,0.9304589033126831
sample_917,0.9058581590652466
sample_1728,0.929796040058136
sample_352,0.9103415608406067
sample_1229,0.9304827451705933
sample_619,0.9297606945037842
sample_1138,0.9304827451705933
sample_687,0.9297582507133484
sample_966,0.9026494026184082
sample_537,0.9047202467918396
sample_867,0.9054364562034607
sample_928,0.9136289954185486
sample_520,0.9024743437767029
sample_1338,0.9389809370040894
sample_988,0.9083473682403564
sample_899,0.9102781414985657
sample_15,0.9090948104858398
sample_1412,0.9083113074302673
sample_1915,0.9304905533790588
sample_1885,0.9304913282394409
sample_1893,0.9297723770141602
sample_688,0.9297582507133484
sample_1664,0.9304827451705933
sample_1667,0.9304851293563843
sample_1516,0.9095306992530823
sample_437,0.8925132751464844
sample_203,0.9297457933425903
sample_1389,0.9310258626937866
sample_761,0.9319193959236145
sample_1373,0.9312372207641602
sample_558,0.9304827451705933
sample_1710,0.9000701904296875
sample_153,0.9297404289245605
sample_934,0.9118485450744629
sample_54,0.9258355498313904
sample_1227,0.929787814617157
sample_53,0.8589272499084473
sample_1110,0.9297457933425903
sample_49,0.9010695815086365
sample_474,0.9017837643623352
sample_1716,0.8995881080627441
sample_1169,0.9304643869400024
sample_1925,0.9312456846237183
sample_667,0.9297766089439392
sample_176,0.947839081287384
sample_1908,0.9297670125961304
sample_160,0.9478254914283752
sample_35,0.9110202789306641
sample_1403,0.9312087893486023
sample_1806,0.9304831624031067
sample_241,0.9312107563018799
sample_1059,0.9087780117988586
sample_746,0.9311564564704895
sample_513,0.9100816249847412
sample_1088,0.9088577628135681
sample_1370,0.9312069416046143
sample_523,0.9068537950515747
sample_319,0.9088104963302612
sample_1923,0.9319278597831726
sample_1296,0.9312193393707275
sample_1152,0.9297544360160828
sample_982,0.9102956056594849
sample_304,0.9250473976135254
sample_502,0.9111731648445129
sample_1951,0.9312352538108826
sample_386,0.9101526737213135
sample_362,0.9069716334342957
sample_522,0.9059835076332092
